Creation,paper_id,models,link,Title,Year,Abstract,blank
SETS2SETS,375,SETS2SETS,https://dl.acm.org/doi/pdf/10.1145/3292500.3330979,Sets2sets: Learning from sequential sets with neural networks,2019,"Given past sequential sets of elements, predicting the subsequent sets of elements is an important problem in different domains. With the past orders of customers given, predicting the items that are likely to be bought in their following orders can provide information about the future purchase intentions. With the past clinical records of patients at each visit to the hospitals given, predicting the future clinical records in the subsequent visits can provide information about the future disease progression. These useful information can help to make better decisions in different domains. However, existing methods have not studied this problem well. In this paper, we formulate this problem as a sequential sets to sequential sets learning problem. We propose an end-to-end learning approach based on an encoder-decoder framework to solve the problem. In the encoder, our approach maps the set of elements at each past time step into a vector. In the decoder, our method decodes the set of elements at each subsequent time step from the vectors with a set-based attention mechanism. The repeated elements pattern is also considered in our method to further improve the performance. In addition, our objective function addresses the imbalance and correlation existing among the predicted elements. The experimental results on three real-world data sets showthat our method outperforms the best performance of the compared methods with respect to recall and person-wise hit ratio by 2.7-20.6% and 2.1-26.3%, respectively. Our analysis also shows that our decoder has good generalization to output sequential sets that are even longer than the output of training instances.",1
POOLNET,376,,,,,,0
LSTMNET,377,,,,,,0
IMUP,378,,,,,,0
PRFM,379,,,,,,0
LAMBDAFM,380,,,,,,0
CONVMF,381,,,,,,0
TGSREC,382,TGSREC,https://arxiv.org/pdf/2108.06625.pdf,Continuous-time sequential recommendation with temporal graph collaborative transformer,2021,"In order to model the evolution of user preference, we should learn user/item embeddings based on time-ordered item purchasing sequences, which is defined as Sequential Recommendation (SR) problem. Existing methods leverage sequential patterns to model item transitions. However, most of them ignore crucial temporal collaborative signals, which are latent in evolving user-item interactions and coexist with sequential patterns. Therefore, we propose to unify sequential patterns and temporal collaborative signals to improve the quality of recommendation, which is rather challenging. Firstly, it is hard to simultaneously encode sequential patterns and collaborative signals. Secondly, it is non-trivial to express the temporal effects of collaborative signals. Hence, we design a new framework Temporal Graph Sequential Recommender (TGSRec) upon our defined continuous-time bipartite graph. We propose a novel Temporal Collaborative Transformer (TCT) layer in TGSRec, which advances the self-attention mechanism by adopting a novel collaborative attention. TCT layer can simultaneously capture collaborative signals from both users and items, as well as considering temporal dynamics inside sequential patterns. We propagate the information learned from TCT layer over the temporal graph to unify sequential patterns and temporal collaborative signals. Empirical results on five datasets show that TGSRec significantly outperforms other baselines, in average up to 22.5% and 22.1% absolute improvements in Recall@10 and MRR, respectively. Our co",1
CCF,383,,,,,,0
COSEREC,384,,,,,,0
CDCF,385,,,,,,0
DRM,386,,,,,,0
VSTAN,387,,,,,,0
NAML,388,,,,,,0
IIRNN,389,IIRNN,https://dl.acm.org/doi/10.1145/3125486.3125491,Inter-Session Modeling for Session-Based Recommendation,2017,"In recent years, research has been done on applying Recurrent Neural Networks (RNNs) as recommender systems. Results have been promising, especially in the session-based setting where RNNs have been shown to outperform state-of-the-art models. In many of these experiments, the RNN could potentially improve the recommendations by utilizing information about the user's past sessions, in addition to its own interactions in the current session. A problem for session-based recommendation, is how to produce accurate recommendations at the start of a session, before the system has learned much about the user's current interests. We propose a novel approach that extends an RNN recommender to be able to process the user's recent sessions, in order to improve recommendations. This is done by using a second RNN to learn from recent sessions, and predict the user's interest in the current session. By feeding this information to the original RNN, it is able to improve its recommendations. Our experiments on two different datasets show that the proposed approach can significantly improve recommendations throughout the sessions, compared to a single RNN working only on the current session. The proposed model especially improves recommendations at the start of sessions, and is therefore able to deal with the cold start problem within sessions.",1
NCSF,390,,,,,,0
SEREC,391,,,,,,0
TBPR,392,,,,,,0
CFGAN,393,,,,,,0
ACCM,394,,,,,,0
NSCR,395,,,,,,0
EIGENREC,396,,,,,,0
UCF,397,,,,,,0
WE3CN,398,,,,,,0
DDTCDR,399,,,,,,0
VSM,400,,,,,,0
CF,401,,,,,,0
SVM,402,,,,,,0
RF,403,,,,,,0
GBDT,404,,,,,,0
STLSTM,405,,,,,,0
TADW,406,,,,,,0
POPRANK,407,,,,,,0
PERSTOUR,408,,,,,,0
POI2VEC,409,,,,,,0
COFIRANK,410,,,,,,0
GBPR,411,,,,,,0
HETERS,412,,,,,,0
HFT,413,,,,,,0
RMR,414,,,,,,0
RBLT,415,,,,,,0
TRANSNET,416,,,,,,0
CONTEXTMF,417,,,,,,0
LRMF,418,,,,,,0
NRT,419,,,,,,0
CSN,420,,,,,,0
NPA,421,LIBFM;CNN;DSSM;WIDEDEEP;DEEPFM;DFM;DKN;NPA,https://arxiv.org/pdf/1907.05559.pdf,NPA: Neural News Recommendation with Personalized Attention,2019.0,"News recommendation is very important to help users find interested news and alleviate information overload. Different users usually have different interests and the same user may have various interests. Thus, different users may click the same news article with attention on different aspects. In this paper, we propose a neural news recommendation model with personalized attention (NPA). The core of our approach is a news representation model and a user representation model. In the news representation model we use a CNN network to learn hidden representations of news articles based on their titles. In the user representation model we learn the representations of users based on the representations of their clicked news articles. Since different words and different news articles may have different informativeness for representing news and users, we propose to apply both word- and news-level attention mechanism to help our model attend to important words and news articles. In addition, the same news article and the same word may have different informativeness for different users. Thus, we propose a personalized attention network which exploits the embedding of user ID to generate the query vector for the word- and news-level attentions. Extensive experiments are conducted on a real-world news recommendation dataset collected from MSN news, and the results validate the effectiveness of our approach on news recommendation.",1
RANKALS,422,,,,,,0
SPMC,423,,,,,,0
LDA,424,,,,,,0
RANKGEOFM,425,,,,,,0
GEOMF,426,,,,,,0
MGMPFM,427,,,,,,0
LRT,428,,,,,,0
TD,429,,,,,,0
DVBPR,430,,,,,,0
IMF,431,,,,,,0
HPF,432,,,,,,0
AUTOENCODER,433,,,,,,0
IBR,434,,,,,,0
BPRDAE,435,,,,,,0
INFPUSH,436,,,,,,0
CLEA,437,CLEA,https://dl.acm.org/doi/abs/10.1145/3404835.3462836,The World is Binary: Contrastive Learning for Denoising Next Basket Recommendation,2021,"Next basket recommendation aims to infer a set of items that a user will purchase at the next visit by considering a sequence of baskets he/she has purchased previously. This task has drawn increasing attention from both the academic and industrial communities. The existing solutions mainly focus on sequential modeling over their historical interactions. However, due to the diversity and randomness of users' behaviors, not all these baskets are relevant to help identify the user's next move. It is necessary to denoise the baskets and extract credibly relevant items to enhance recommendation performance. Unfortunately, this dimension is usually overlooked in the current literature. To this end, in this paper, we propose a Contrastive Learning Model~(named CLEA) to automatically extract items relevant to the target item for next basket recommendation. Specifically, empowered by Gumbel Softmax, we devise a denoising generator to adaptively identify whether each item in a historical basket is relevant to the target item or not. With this process, we can obtain a positive sub-basket and a negative sub-basket for each basket over each user. Then, we derive the representation of each sub-basket based on its constituent items through a GRU-based context encoder, which expresses either relevant preference or irrelevant noises regarding the target item. After that, a novel two-stage anchor-guided contrastive learning process is then designed to simultaneously guide this relevance learning without requiring any item-level relevance supervision. To the best of our knowledge, this is the first work of performing item-level denoising for a basket in an end-to-end fashion for next basket recommendation. Extensive experiments are conducted over four real-world datasets with diverse characteristics. The results demonstrate that our proposed CLEA achieves significantly better recommendation performance than the existing state-of-the-art alternatives. Moreover, further analysis also shows that CLEA can successfully discover the real relevant items towards the recommendation decision",1
